code,total_area,surface_area,bom_total_cost,bom_source
BS-SM-16364,1.88,0.31,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-US-2479,,,59620.01,"Paint Epoxy Primer 6283.57 Gram, Epoxy Thinner 1327.51 Gram, Epoxy Hardner 1239.01 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 2163.89 Gram, Paint Matt agent(Matt) 673.21 Gram, Paint Binder(Gloss) 432.78 Gram, Paint Harnder 1105.99 Gram, Paint Thinner 432.78 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 59,620.01"
BS-QS-16280,6.25,1.73,2894.93,"Paint Epoxy Primer 323.11 Gram, Epoxy Thinner 68.26 Gram, Epoxy Hardner 63.71 Gram, Paint Mixing 103.85 Gram, Paint Matt agent(Matt) 51.93 Gram, Paint Harnder 51.93 Gram, Paint Thinner 42.04 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,894.93"
BS-QS-16358-A,3.83,1.13,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-S.inc-16395-A-(Bulk),4.43,3.24,5089.82,"Paint Epoxy Primer 568.08 Gram, Epoxy Thinner 120.02 Gram, Epoxy Hardner 112.02 Gram, Paint Mixing 182.59 Gram, Paint Matt agent(Matt) 91.3 Gram, Paint Harnder 91.3 Gram, Paint Thinner 73.91 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,089.82"
BS-S.inc-16395-B-(Bulk),1.46,1.16,2792.74,"Paint Epoxy Primer 311.7 Gram, Epoxy Thinner 65.85 Gram, Epoxy Hardner 61.46 Gram, Paint Mixing 100.19 Gram, Paint Matt agent(Matt) 50.09 Gram, Paint Harnder 50.09 Gram, Paint Thinner 40.55 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,792.74"
BS-SI-16372,9,7.06,1619.27,"Paint Epoxy Primer 180.73 Gram, Epoxy Thinner 38.18 Gram, Epoxy Hardner 35.64 Gram, Paint Mixing 58.09 Gram, Paint Matt agent(Matt) 29.04 Gram, Paint Harnder 29.04 Gram, Paint Thinner 23.51 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,619.27"
BS-ET-16279-A,0.67,0.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16279-B,0.67,0.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16279-C,0.67,0.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16279-D,0.67,0.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16279-E,0.67,0.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16279-F,0.67,0.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16279-G,0.67,0.67,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16386,9,7.07,,
BS-ET-16390,0.55,0.14,1629.14,"Paint Epoxy Primer 181.83 Gram, Epoxy Thinner 38.41 Gram, Epoxy Hardner 35.85 Gram, Paint Mixing 58.44 Gram, Paint Matt agent(Matt) 29.22 Gram, Paint Harnder 29.22 Gram, Paint Thinner 23.66 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,629.14"
BS-LHET-313,10.85,3.72,3241.49,"Paint Epoxy Primer 361.79 Gram, Epoxy Thinner 76.43 Gram, Epoxy Hardner 71.34 Gram, Paint Mixing 116.28 Gram, Paint Matt agent(Matt) 58.14 Gram, Paint Harnder 58.14 Gram, Paint Thinner 47.07 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,241.49"
BS-LHET-317,1.22,1.21,,
BS-LHET-332,0.83,0.79,,
BS-ET-16388,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-ET-16376,,,6397.23,"Paint Epoxy Primer 647.43 Gram, Epoxy Thinner 136.78 Gram, Epoxy Hardner 127.66 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 203.14 Gram, Paint Binder(Gloss) 104.05 Gram, Paint Harnder 148.64 Gram, Paint Thinner 39.64 Gram, Paint Miscellaneous cost 1 | Total: 6,397.23"
BS-US-2518,,,1949.78,"Paint Stain 0.5 Sqft, Epoxy Primer 168.61 Gram, Epoxy Thinner 35.62 Gram, Epoxy Hardner 33.25 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 58.06 Gram, Paint Matt agent(Matt) 18.06 Gram, Paint Binder(Gloss) 11.61 Gram, Paint Harnder 29.68 Gram, Paint Thinner 11.61 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,949.78"
BS-US-500073 A,,,26391.13,"Paint Epoxy Primer 2781.46 Gram, Epoxy Thinner 587.63 Gram, Epoxy Hardner 548.46 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 957.86 Gram, Paint Matt agent(Matt) 298 Gram, Paint Binder(Gloss) 191.57 Gram, Paint Harnder 489.57 Gram, Paint Thinner 191.57 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 26,391.13"
BS-US-500073 B,,,54020.26,"Paint Epoxy Primer 5693.39 Gram, Epoxy Thinner 1202.83 Gram, Epoxy Hardner 1122.64 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1960.65 Gram, Paint Matt agent(Matt) 609.98 Gram, Paint Binder(Gloss) 392.13 Gram, Paint Harnder 1002.11 Gram, Paint Thinner 392.13 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 54,020.26"
BS-US-500073 C,,,36716.51,"Paint Epoxy Primer 3869.68 Gram, Epoxy Thinner 817.54 Gram, Epoxy Hardner 763.04 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1332.61 Gram, Paint Matt agent(Matt) 414.59 Gram, Paint Binder(Gloss) 266.52 Gram, Paint Harnder 681.11 Gram, Paint Thinner 266.52 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 36,716.51"
BS-US-500073 D,,,31470.69,"Paint Epoxy Primer 3316.81 Gram, Epoxy Thinner 700.73 Gram, Epoxy Hardner 654.02 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1142.22 Gram, Paint Matt agent(Matt) 355.36 Gram, Paint Binder(Gloss) 228.44 Gram, Paint Harnder 583.8 Gram, Paint Thinner 228.44 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 31,470.69"
BS-US-500073 E,,,6238.09,"Paint Epoxy Primer 657.45 Gram, Epoxy Thinner 138.9 Gram, Epoxy Hardner 129.64 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 226.41 Gram, Paint Matt agent(Matt) 70.44 Gram, Paint Binder(Gloss) 45.28 Gram, Paint Harnder 115.72 Gram, Paint Thinner 45.28 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,238.09"
BS-US-500073 F,,,2870.19,"Paint Epoxy Primer 302.5 Gram, Epoxy Thinner 63.91 Gram, Epoxy Hardner 59.65 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 104.17 Gram, Paint Matt agent(Matt) 32.41 Gram, Paint Binder(Gloss) 20.83 Gram, Paint Harnder 53.24 Gram, Paint Thinner 20.83 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,870.19"
BS-US-500073 G,,,3494.42,"Paint Epoxy Primer 368.29 Gram, Epoxy Thinner 77.81 Gram, Epoxy Hardner 72.62 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 126.83 Gram, Paint Matt agent(Matt) 39.46 Gram, Paint Binder(Gloss) 25.37 Gram, Paint Harnder 64.82 Gram, Paint Thinner 25.37 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,494.42"
BS-US-500073 H,,,1781.72,"Paint Epoxy Primer 187.78 Gram, Epoxy Thinner 39.67 Gram, Epoxy Hardner 37.03 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 64.67 Gram, Paint Matt agent(Matt) 20.12 Gram, Paint Binder(Gloss) 12.93 Gram, Paint Harnder 33.05 Gram, Paint Thinner 12.93 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,781.72"
BS-SM-16230,,,20302.03,"Paint Epoxy Primer 2265.94 Gram, Epoxy Thinner 478.72 Gram, Epoxy Hardner 446.8 Gram, Paint Mixing 728.31 Gram, Paint Matt agent(Matt) 364.15 Gram, Paint Harnder 364.15 Gram, Paint Thinner 294.79 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 20,302.03"
BS-SM-16311,9.17,1.61,4042.07,"Paint Epoxy Primer 365.42 Gram, Epoxy Thinner 77.2 Gram, Epoxy Hardner 72.06 Gram, Paint Mixing 197.45 Gram, Paint Matt agent(Matt) 58.73 Gram, Paint Harnder 58.73 Gram, Paint Thinner 47.54 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,042.07"
BS-ET-16128,,,21562.88,"Paint Epoxy Primer 2406.66 Gram, Epoxy Thinner 508.45 Gram, Epoxy Hardner 474.55 Gram, Paint Mixing 773.54 Gram, Paint Matt agent(Matt) 386.77 Gram, Paint Harnder 386.77 Gram, Paint Thinner 313.1 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 21,562.88"
BS-ET-16372,3.36,3.18,1616.80,"Paint Epoxy Primer 180.45 Gram, Epoxy Thinner 38.12 Gram, Epoxy Hardner 35.58 Gram, Paint Mixing 58 Gram, Paint Matt agent(Matt) 29 Gram, Paint Harnder 29 Gram, Paint Thinner 23.48 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,616.80"
BS-ET-UV-16374,0.42,0.42,,
BS-ET-16375,0.76,0.23,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16385,1.51,0.64,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16389,9.98,4.87,5113.03,"Paint Epoxy Primer 570.67 Gram, Epoxy Thinner 120.56 Gram, Epoxy Hardner 112.53 Gram, Paint Mixing 183.42 Gram, Paint Matt agent(Matt) 91.71 Gram, Paint Harnder 91.71 Gram, Paint Thinner 74.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,113.03"
BS-LHET-327-A,5,5,3436.00,"Paint Epoxy Primer 383.5 Gram, Epoxy Thinner 81.02 Gram, Epoxy Hardner 75.62 Gram, Paint Mixing 123.26 Gram, Paint Matt agent(Matt) 61.63 Gram, Paint Harnder 61.63 Gram, Paint Thinner 49.89 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,436.00"
BS-LHET-327-B,11.5,2.1,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-ET-UV-16396,6,6,,
BS-ET-16402,5.33,6,,
BS-US-2520,2.63,0.33,2002.40,"Paint Epoxy Primer 168.61 Gram, Epoxy Thinner 35.62 Gram, Epoxy Hardner 33.25 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 18.06 Gram, Paint Binder(Gloss) 11.61 Gram, Paint Harnder 29.68 Gram, Paint Thinner 11.61 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,002.40"
BS-SI-16238,,,11876.17,"Paint Epoxy Primer 1325.52 Gram, Epoxy Thinner 280.04 Gram, Epoxy Hardner 261.37 Gram, Paint Mixing 426.04 Gram, Paint Matt agent(Matt) 213.02 Gram, Paint Harnder 213.02 Gram, Paint Thinner 172.45 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 11,876.17"
BS-SI-16310,36.17,5.52,,
BS-SI-16345,,,4085.52,"Paint Epoxy Primer 413.47 Gram, Epoxy Thinner 87.35 Gram, Epoxy Hardner 81.53 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 129.73 Gram, Paint Binder(Gloss) 66.45 Gram, Paint Harnder 94.93 Gram, Paint Thinner 25.31 Gram, Paint Miscellaneous cost 1 | Total: 4,085.52"
BS-US-2271 RE,,,1584.10,"Paint Epoxy Primer 166.95 Gram, Epoxy Thinner 35.27 Gram, Epoxy Hardner 32.92 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 57.49 Gram, Paint Matt agent(Matt) 17.89 Gram, Paint Binder(Gloss) 11.5 Gram, Paint Harnder 29.39 Gram, Paint Thinner 11.5 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,584.10"
BS-QS-16422-A,15.34,,9081.71,"Paint Epoxy Primer 1013.62 Gram, Epoxy Thinner 214.15 Gram, Epoxy Hardner 199.87 Gram, Paint Mixing 325.79 Gram, Paint Matt agent(Matt) 162.9 Gram, Paint Harnder 162.9 Gram, Paint Thinner 131.87 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 9,081.71"
BS-ET-16356,6.79,,4095.56,"Paint Epoxy Primer 457.11 Gram, Epoxy Thinner 96.57 Gram, Epoxy Hardner 90.13 Gram, Paint Mixing 146.92 Gram, Paint Matt agent(Matt) 73.46 Gram, Paint Harnder 73.46 Gram, Paint Thinner 59.47 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,095.56"
BS-ET-16384,2.2,0.69,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16401,0.5,0.5,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-ET-16412-A,0.5,0.5,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-ET-16414,,,1829.34,"Paint Epoxy Primer 185.14 Gram, Epoxy Thinner 39.11 Gram, Epoxy Hardner 36.51 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 58.09 Gram, Paint Binder(Gloss) 29.75 Gram, Paint Harnder 42.5 Gram, Paint Thinner 11.33 Gram, Paint Miscellaneous cost 1 | Total: 1,829.34"
BS-ET-16415,3,3,4683.78,"Paint Epoxy Primer 469.43 Gram, Epoxy Thinner 92.46 Gram, Epoxy Hardner 142.25 Gram, Paint Mixing 164.63 Gram, Paint Matt agent(Matt) 90.43 Gram, Paint Harnder 81.16 Gram, Paint Thinner 46.37 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,683.78"
BS-ET-16412-C,0.5,0.5,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-ET-16412-B,0.5,0.5,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-LHET-329,0.83,1.1,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-SI-16426,,,2790.27,"Paint Epoxy Primer 311.43 Gram, Epoxy Thinner 65.79 Gram, Epoxy Hardner 61.41 Gram, Paint Mixing 100.1 Gram, Paint Matt agent(Matt) 50.05 Gram, Paint Harnder 50.05 Gram, Paint Thinner 40.52 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,790.27"
BS-SI-16326,,,15357.59,"Paint Epoxy Primer 1714.08 Gram, Epoxy Thinner 362.13 Gram, Epoxy Hardner 337.99 Gram, Paint Mixing 550.93 Gram, Paint Matt agent(Matt) 275.47 Gram, Paint Harnder 275.47 Gram, Paint Thinner 223 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 15,357.59"
BS-SI-16392,5,0.94,2199.02,"Paint Epoxy Primer 210.92 Gram, Epoxy Thinner 44.56 Gram, Epoxy Hardner 41.59 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 33.9 Gram, Paint Harnder 33.9 Gram, Paint Thinner 27.44 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,199.02"
BS-SI-16393,,,9055.22,"Paint Epoxy Primer 916.43 Gram, Epoxy Thinner 193.61 Gram, Epoxy Hardner 180.7 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 287.54 Gram, Paint Binder(Gloss) 147.28 Gram, Paint Harnder 210.39 Gram, Paint Thinner 56.11 Gram, Paint Miscellaneous cost 1 | Total: 9,055.22"
