code,total_area,surface_area,bom_total_cost,bom_source
BS-SM-16313-B,23.33,1.69,1835.87,"Paint Epoxy Primer 185.8 Gram, Epoxy Thinner 39.25 Gram, Epoxy Hardner 36.64 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 58.3 Gram, Paint Binder(Gloss) 29.86 Gram, Paint Harnder 42.66 Gram, Paint Thinner 11.37 Gram, Paint Miscellaneous cost 1 | Total: 1,835.87"
BS-QS-16223,12.46,14.71,13823.98,"Paint Epoxy Primer 1542.91 Gram, Epoxy Thinner 325.97 Gram, Epoxy Hardner 304.24 Gram, Paint Mixing 495.92 Gram, Paint Matt agent(Matt) 247.96 Gram, Paint Harnder 247.96 Gram, Paint Thinner 200.73 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 13,823.98"
BS-SI-16292,20.78,4.44,2624.39,"Paint Epoxy Primer 292.91 Gram, Epoxy Thinner 61.88 Gram, Epoxy Hardner 57.76 Gram, Paint Mixing 94.15 Gram, Paint Matt agent(Matt) 47.07 Gram, Paint Harnder 47.07 Gram, Paint Thinner 38.11 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,624.39"
BS-SI-16325,7.17,4.06,8667.51,"Paint Epoxy Primer 967.39 Gram, Epoxy Thinner 204.38 Gram, Epoxy Hardner 190.75 Gram, Paint Mixing 310.93 Gram, Paint Matt agent(Matt) 155.47 Gram, Paint Harnder 155.47 Gram, Paint Thinner 125.85 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 8,667.51"
BS-SI-16327,5.07,2.68,3664.08,"Paint Epoxy Primer 408.95 Gram, Epoxy Thinner 86.4 Gram, Epoxy Hardner 80.64 Gram, Paint Mixing 131.44 Gram, Paint Matt agent(Matt) 65.72 Gram, Paint Harnder 65.72 Gram, Paint Thinner 53.2 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,664.08"
BS-SI-16347,9,5.31,3797.37,"Paint Epoxy Primer 423.83 Gram, Epoxy Thinner 89.54 Gram, Epoxy Hardner 83.57 Gram, Paint Mixing 136.23 Gram, Paint Matt agent(Matt) 68.11 Gram, Paint Harnder 68.11 Gram, Paint Thinner 55.14 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,797.37"
BS-US-2513,27.53,8.7,10341.06,"Paint Epoxy Primer 1089.88 Gram, Epoxy Thinner 230.26 Gram, Epoxy Hardner 214.91 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 375.33 Gram, Paint Matt agent(Matt) 116.77 Gram, Paint Binder(Gloss) 75.07 Gram, Paint Harnder 191.83 Gram, Paint Thinner 75.07 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 10,341.06"
BS-US-2517,11.57,1.51,3251.84,"Paint Epoxy Primer 342.72 Gram, Epoxy Thinner 72.41 Gram, Epoxy Hardner 67.58 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 118.02 Gram, Paint Matt agent(Matt) 36.72 Gram, Paint Binder(Gloss) 23.6 Gram, Paint Harnder 60.32 Gram, Paint Thinner 23.6 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,251.84"
BS-SN-15485,47.8,54.57,43199.27,"Paint Epoxy Primer 4552.92 Gram, Epoxy Thinner 961.89 Gram, Epoxy Hardner 897.76 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1567.9 Gram, Paint Matt agent(Matt) 487.79 Gram, Paint Binder(Gloss) 313.58 Gram, Paint Harnder 801.37 Gram, Paint Thinner 313.58 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 43,199.27"
BS-QS-16315,16.67,2.29,1655.81,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 58.2 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,655.81"
BS-QS-16360,15,4.53,4808.43,"Paint Epoxy Primer 536.68 Gram, Epoxy Thinner 113.38 Gram, Epoxy Hardner 105.82 Gram, Paint Mixing 172.5 Gram, Paint Matt agent(Matt) 86.25 Gram, Paint Harnder 86.25 Gram, Paint Thinner 69.82 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,808.43"
BS-QS-15937-B,1.71,0.37,,
BS-GL-0018,2.5,0.61,1655.81,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 58.2 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,655.81"
BS-GL-0019,8.98,4.2,,
BS-SI-16357,13,2.18,3128.93,"Paint Epoxy Primer 349.22 Gram, Epoxy Thinner 73.78 Gram, Epoxy Hardner 68.86 Gram, Paint Mixing 112.25 Gram, Paint Matt agent(Matt) 56.12 Gram, Paint Harnder 56.12 Gram, Paint Thinner 45.43 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,128.93"
BS-QS-16344,4.97,1.3,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-S.C-15317,,,25333.85,"Paint Epoxy Primer 2827.55 Gram, Epoxy Thinner 597.37 Gram, Epoxy Hardner 557.54 Gram, Paint Mixing 908.82 Gram, Paint Matt agent(Matt) 454.41 Gram, Paint Harnder 454.41 Gram, Paint Thinner 367.85 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 25,333.85"
BS-QS-16358-B,9,0.79,5738.27,"Paint Epoxy Primer 640.46 Gram, Epoxy Thinner 135.31 Gram, Epoxy Hardner 126.29 Gram, Paint Mixing 205.85 Gram, Paint Matt agent(Matt) 102.93 Gram, Paint Harnder 102.93 Gram, Paint Thinner 83.32 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,738.27"
BS-SI-15986 RE,2.22,2.59,,
BS-SM-16353-A,28.33,6.45,2806.56,"Paint Epoxy Primer 313.24 Gram, Epoxy Thinner 66.18 Gram, Epoxy Hardner 61.77 Gram, Paint Mixing 100.68 Gram, Paint Matt agent(Matt) 50.34 Gram, Paint Harnder 50.34 Gram, Paint Thinner 40.75 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,806.56"
BS-SM-16354-A,1.13,0.14,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SM-16353-B,12.78,6.45,1606.92,"Paint Epoxy Primer 179.35 Gram, Epoxy Thinner 37.89 Gram, Epoxy Hardner 35.36 Gram, Paint Mixing 57.65 Gram, Paint Matt agent(Matt) 28.82 Gram, Paint Harnder 28.82 Gram, Paint Thinner 23.33 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,606.92"
BS-SM-16354-B,0.56,0.12,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16172-A,4,4,6220.00,"Paint Epoxy Primer 623.4 Gram, Epoxy Thinner 122.79 Gram, Epoxy Hardner 188.91 Gram, Paint Mixing 218.63 Gram, Paint Matt agent(Matt) 120.09 Gram, Paint Harnder 107.77 Gram, Paint Thinner 61.59 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,220.00"
BS-ET-16260-A,,,,
BS-ET-16260-B,,,,
BS-ET-16305,0.58,0.14,0.00,"Paint Epoxy Primer 0 Gram, Epoxy Thinner 0 Gram, Epoxy Hardner 0 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 0.00"
BS-ET-16321,11.11,12.65,2267.96,"Paint Epoxy Primer 253.13 Gram, Epoxy Thinner 53.48 Gram, Epoxy Hardner 49.91 Gram, Paint Mixing 81.36 Gram, Paint Matt agent(Matt) 40.68 Gram, Paint Harnder 40.68 Gram, Paint Thinner 32.93 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,267.96"
BS-ET-16324,4.82,2.25,8388.81,"Paint Epoxy Primer 848.98 Gram, Epoxy Thinner 179.36 Gram, Epoxy Hardner 167.41 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 266.38 Gram, Paint Binder(Gloss) 136.44 Gram, Paint Harnder 194.91 Gram, Paint Thinner 51.98 Gram, Paint Miscellaneous cost 1 | Total: 8,388.81"
BS-ET-16351,15.34,12.05,,
BS-ET-16365-A,1,0.79,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16367,0.67,0.78,1606.43,"Paint Epoxy Primer 179.3 Gram, Epoxy Thinner 37.88 Gram, Epoxy Hardner 35.35 Gram, Paint Mixing 57.63 Gram, Paint Matt agent(Matt) 28.81 Gram, Paint Harnder 28.81 Gram, Paint Thinner 23.33 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,606.43"
BS-ET-UV-16373,0.94,0.71,,
BS-ET-16365-B,0.38,0.38,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16365-C,1,0.79,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16365-D,0.38,0.38,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-316,0.49,0.49,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-312,0.56,0.56,,
BS-LHET-323,13.35,3.53,4100.49,"Paint Epoxy Primer 457.66 Gram, Epoxy Thinner 96.69 Gram, Epoxy Hardner 90.24 Gram, Paint Mixing 147.1 Gram, Paint Matt agent(Matt) 73.55 Gram, Paint Harnder 73.55 Gram, Paint Thinner 59.54 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,100.49"
BS-LHET-325-A,2.88,2.88,3459.70,"Paint Epoxy Primer 386.14 Gram, Epoxy Thinner 81.58 Gram, Epoxy Hardner 76.14 Gram, Paint Mixing 124.11 Gram, Paint Matt agent(Matt) 62.06 Gram, Paint Harnder 62.06 Gram, Paint Thinner 50.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,459.70"
BS-LHET-325-B,0.47,0.43,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-SI-16293,3.44,1.23,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SI-16368-A,7.11,5.59,3731.22,"Paint Epoxy Primer 416.45 Gram, Epoxy Thinner 87.98 Gram, Epoxy Hardner 82.12 Gram, Paint Mixing 133.85 Gram, Paint Matt agent(Matt) 66.93 Gram, Paint Harnder 66.93 Gram, Paint Thinner 54.18 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,731.22"
BS-SI-16368-B,5,3.93,2799.16,"Paint Epoxy Primer 312.42 Gram, Epoxy Thinner 66 Gram, Epoxy Hardner 61.6 Gram, Paint Mixing 100.42 Gram, Paint Matt agent(Matt) 50.21 Gram, Paint Harnder 50.21 Gram, Paint Thinner 40.64 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,799.16"
BS-ET-16155,2.62,1.46,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16172-B-Bulk,5.33,13,9920.96,"Paint Epoxy Primer 1107.29 Gram, Epoxy Thinner 233.94 Gram, Epoxy Hardner 218.34 Gram, Paint Mixing 355.9 Gram, Paint Matt agent(Matt) 177.95 Gram, Paint Harnder 177.95 Gram, Paint Thinner 144.05 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 9,920.96"
BS-ET-16352,2,2,,
BS-LHET-321,1.08,1.08,3750.27,"Paint Epoxy Primer 311.43 Gram, Epoxy Thinner 65.79 Gram, Epoxy Hardner 61.41 Gram, Paint Mixing 200.1 Gram, Paint Matt agent(Matt) 50.05 Gram, Paint Harnder 50.05 Gram, Paint Thinner 40.52 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,750.27"
BS-LHET-311,0.97,0.76,,
BS-LHET-315-A,2.88,2.88,3459.70,"Paint Epoxy Primer 386.14 Gram, Epoxy Thinner 81.58 Gram, Epoxy Hardner 76.14 Gram, Paint Mixing 124.11 Gram, Paint Matt agent(Matt) 62.06 Gram, Paint Harnder 62.06 Gram, Paint Thinner 50.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,459.70"
BS-LHET-315-B,2.88,2.88,3459.70,"Paint Epoxy Primer 386.14 Gram, Epoxy Thinner 81.58 Gram, Epoxy Hardner 76.14 Gram, Paint Mixing 124.11 Gram, Paint Matt agent(Matt) 62.06 Gram, Paint Harnder 62.06 Gram, Paint Thinner 50.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,459.70"
BS-LHET-315-C,2.88,2.88,3459.70,"Paint Epoxy Primer 386.14 Gram, Epoxy Thinner 81.58 Gram, Epoxy Hardner 76.14 Gram, Paint Mixing 124.11 Gram, Paint Matt agent(Matt) 62.06 Gram, Paint Harnder 62.06 Gram, Paint Thinner 50.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,459.70"
BS-US-2499 A,14.16,1.46,3240.40,"Paint Epoxy Primer 290.93 Gram, Epoxy Thinner 61.46 Gram, Epoxy Hardner 57.37 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 150.19 Gram, Paint Matt agent(Matt) 31.17 Gram, Paint Binder(Gloss) 20.04 Gram, Paint Harnder 51.21 Gram, Paint Thinner 20.04 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,240.40"
BS-US-2499 B,0.32,0.08,1599.78,"Paint Epoxy Primer 168.61 Gram, Epoxy Thinner 35.62 Gram, Epoxy Hardner 33.25 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 58.06 Gram, Paint Matt agent(Matt) 18.06 Gram, Paint Binder(Gloss) 11.61 Gram, Paint Harnder 29.68 Gram, Paint Thinner 11.61 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,599.78"
BS-US-2511 A,,,36045.23,"Paint Epoxy Primer 3798.93 Gram, Epoxy Thinner 802.59 Gram, Epoxy Hardner 749.09 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1308.25 Gram, Paint Matt agent(Matt) 407.01 Gram, Paint Binder(Gloss) 261.65 Gram, Paint Harnder 668.66 Gram, Paint Thinner 261.65 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 36,045.23"
BS-US-2511 B,,,41242.94,"Paint Epoxy Primer 4346.74 Gram, Epoxy Thinner 918.33 Gram, Epoxy Hardner 857.1 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1496.9 Gram, Paint Matt agent(Matt) 465.7 Gram, Paint Binder(Gloss) 299.38 Gram, Paint Harnder 765.08 Gram, Paint Thinner 299.38 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 41,242.94"
BS-US-2511 C,,,41242.94,"Paint Epoxy Primer 4346.74 Gram, Epoxy Thinner 918.33 Gram, Epoxy Hardner 857.1 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1496.9 Gram, Paint Matt agent(Matt) 465.7 Gram, Paint Binder(Gloss) 299.38 Gram, Paint Harnder 765.08 Gram, Paint Thinner 299.38 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 41,242.94"
BS-ET-16317-(Bulk),1.58,1.37,2792.24,"Paint Epoxy Primer 311.65 Gram, Epoxy Thinner 65.84 Gram, Epoxy Hardner 61.45 Gram, Paint Mixing 100.17 Gram, Paint Matt agent(Matt) 50.08 Gram, Paint Harnder 50.08 Gram, Paint Thinner 40.54 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,792.24"
BS-ET-16377,1,1,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-14895-RE,0,,,
BS-S.C-16340,3.83,2.79,1652.84,"Paint Epoxy Primer 184.48 Gram, Epoxy Thinner 38.97 Gram, Epoxy Hardner 36.38 Gram, Paint Mixing 59.29 Gram, Paint Matt agent(Matt) 29.65 Gram, Paint Harnder 29.65 Gram, Paint Thinner 24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,652.84"
BS-US-500061 A,,,47198.98,"Paint Epoxy Primer 4974.47 Gram, Epoxy Thinner 1050.94 Gram, Epoxy Hardner 980.88 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1713.07 Gram, Paint Matt agent(Matt) 532.96 Gram, Paint Binder(Gloss) 342.61 Gram, Paint Harnder 875.57 Gram, Paint Thinner 342.61 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 47,198.98"
BS-US-500061 B,,,47198.98,"Paint Epoxy Primer 4974.47 Gram, Epoxy Thinner 1050.94 Gram, Epoxy Hardner 980.88 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 1713.07 Gram, Paint Matt agent(Matt) 532.96 Gram, Paint Binder(Gloss) 342.61 Gram, Paint Harnder 875.57 Gram, Paint Thinner 342.61 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 47,198.98"
BS-SM-16274,19.17,8.93,8949.40,"Paint Epoxy Primer 998.86 Gram, Epoxy Thinner 211.03 Gram, Epoxy Hardner 196.96 Gram, Paint Mixing 321.05 Gram, Paint Matt agent(Matt) 160.52 Gram, Paint Harnder 160.52 Gram, Paint Thinner 129.95 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 8,949.40"
BS-SM-16348,12.5,12.5,,
BS-SM-16349,6.6,8.03,8605.80,"Paint Epoxy Primer 960.51 Gram, Epoxy Thinner 202.92 Gram, Epoxy Hardner 189.4 Gram, Paint Mixing 308.72 Gram, Paint Matt agent(Matt) 154.36 Gram, Paint Harnder 154.36 Gram, Paint Thinner 124.96 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 8,605.80"
